  0.0000000000000000e+000 -0.0000000000000000e+000 -6.4716799999999997e-001
  4.9999999999998934e-003 -0.0000000000000000e+000 -6.4716799999999997e-001
  9.9999999999997868e-003 -0.0000000000000000e+000 -6.4402599999999999e-001
  1.5000000000000568e-002 -0.0000000000000000e+000 -6.4088500000000004e-001
  2.0000000000000462e-002 -0.0000000000000000e+000 -6.3460200000000000e-001
  2.5000000000000355e-002 -0.0000000000000000e+000 -6.2517699999999998e-001
  3.0000000000000249e-002 -0.0000000000000000e+000 -6.1575199999999997e-001
  3.5000000000000142e-002 -0.0000000000000000e+000 -6.0318600000000000e-001
  4.0000000000000036e-002 -0.0000000000000000e+000 -5.8747799999999994e-001
  4.4999999999999929e-002 -0.0000000000000000e+000 -5.7177000000000000e-001
  4.9999999999999822e-002 -0.0000000000000000e+000 -5.5606199999999995e-001
  5.5000000000000604e-002 -0.0000000000000000e+000 -5.3721200000000002e-001
  6.0000000000000497e-002 -0.0000000000000000e+000 -5.1836300000000002e-001
  6.5000000000000391e-002 -0.0000000000000000e+000 -4.9951299999999998e-001
  7.0000000000000284e-002 -0.0000000000000000e+000 -4.7752200000000000e-001
  7.5000000000000178e-002 -0.0000000000000000e+000 -4.5238899999999999e-001
  8.0000000000000071e-002 -0.0000000000000000e+000 -4.3039800000000000e-001
  8.4999999999999964e-002 -0.0000000000000000e+000 -4.0526499999999999e-001
  8.9999999999999858e-002 -0.0000000000000000e+000 -3.7699100000000002e-001
  9.5000000000000639e-002 -0.0000000000000000e+000 -3.5185800000000000e-001
  1.0000000000000053e-001 -0.0000000000000000e+000 -3.2358399999999998e-001
  1.0500000000000043e-001 -0.0000000000000000e+000 -2.9531000000000002e-001
  1.1000000000000032e-001 -0.0000000000000000e+000 -2.6389400000000002e-001
  1.1500000000000021e-001 -0.0000000000000000e+000 -2.3561900000000000e-001
  1.2000000000000011e-001 -0.0000000000000000e+000 -2.0420400000000000e-001
  1.2500000000000000e-001 -0.0000000000000000e+000 -1.7278800000000000e-001
  1.2999999999999989e-001 -0.0000000000000000e+000 -1.4137200000000000e-001
  1.3499999999999979e-001 -0.0000000000000000e+000 -1.0995600000000000e-001
  1.4000000000000057e-001 -0.0000000000000000e+000 -8.1681000000000004e-002
  1.4500000000000046e-001 -0.0000000000000000e+000 -5.0264999999999997e-002
  1.5000000000000036e-001 -0.0000000000000000e+000 -1.8849999999999999e-002
  1.5500000000000025e-001 -0.0000000000000000e+000  1.2566000000000001e-002
  1.6000000000000014e-001 -0.0000000000000000e+000  4.3982000000000000e-002
  1.6500000000000004e-001 -0.0000000000000000e+000  7.2257000000000002e-002
  1.6999999999999993e-001 -0.0000000000000000e+000  1.0367300000000000e-001
  1.7499999999999982e-001 -0.0000000000000000e+000  1.3194700000000001e-001
  1.8000000000000060e-001 -0.0000000000000000e+000  1.5708000000000000e-001
  1.8500000000000050e-001 -0.0000000000000000e+000  1.8535399999999999e-001
  1.9000000000000039e-001 -0.0000000000000000e+000  2.1048700000000001e-001
  1.9500000000000028e-001 -0.0000000000000000e+000  2.3561900000000000e-001
  2.0000000000000018e-001 -0.0000000000000000e+000  2.6075199999999998e-001
  2.0500000000000007e-001 -0.0000000000000000e+000  2.8274300000000002e-001
  2.0999999999999996e-001 -0.0000000000000000e+000  3.0473400000000000e-001
  2.1499999999999986e-001 -0.0000000000000000e+000  3.2672600000000002e-001
  2.2000000000000064e-001 -0.0000000000000000e+000  3.4557500000000002e-001
  2.2500000000000053e-001 -0.0000000000000000e+000  3.6442500000000000e-001
  2.3000000000000043e-001 -0.0000000000000000e+000  3.8013300000000000e-001
  2.3500000000000032e-001 -0.0000000000000000e+000  3.9269900000000002e-001
  2.4000000000000021e-001 -0.0000000000000000e+000  4.0526499999999999e-001
  2.4500000000000011e-001 -0.0000000000000000e+000  4.1783199999999998e-001
  2.5000000000000000e-001 -0.0000000000000000e+000  4.2725700000000000e-001
  2.5499999999999989e-001 -0.0000000000000000e+000  4.3353999999999998e-001
  2.5999999999999979e-001 -0.0000000000000000e+000  4.3982300000000002e-001
  2.6500000000000057e-001 -0.0000000000000000e+000  4.4610600000000000e-001
  2.7000000000000046e-001 -0.0000000000000000e+000  4.4610600000000000e-001
  2.7500000000000036e-001 -0.0000000000000000e+000  4.4924799999999998e-001
  2.8000000000000025e-001 -0.0000000000000000e+000  4.4924799999999998e-001
  2.8500000000000014e-001 -0.0000000000000000e+000  4.4610600000000000e-001
